producto,pais,categoria,vendedor,precio,cantidad,total,año,mes,dia
P-033,USA,Ropa,Oliver Lundberg,$126.76,72,$9126.72,2023,mayo,9
P-033,USA,Ropa,Oswaldo Lancaster,$126.76,73,$9253.48,2023,marzo,1
P-033,USA,Ropa,Oswaldo Lancaster,$126.76,121,$15337.96,2023,junio,18
P-033,USA,Ropa,Oswaldo Lancaster,$126.76,150,$19014.00,2023,mayo,2
P-033,USA,Ropa,Tess Askew,$126.76,61,$7732.36,2023,marzo,7
P-033,USA,Ropa,Trystan Clough,$126.76,34,$4309.84,2023,junio,3
P-033,USA,Ropa,Trystan Clough,$126.76,72,$9126.72,2023,abril,23
P-034,China,Limpieza,Dayton Dinsmor,$22.68,111,$2517.48,2023,mayo,1
P-034,China,Limpieza,Dylan Ogilvie,$22.68,13,$294.84,2023,mayo,17
P-034,China,Limpieza,Jarrod Ives,$22.68,78,$1769.04,2023,abril,26
P-034,China,Limpieza,Oliver Lundberg,$22.68,16,$362.88,2023,marzo,7
P-034,China,Limpieza,Skyla Broomfield,$22.68,137,$3107.16,2023,mayo,3
P-034,China,Limpieza,Tess Askew,$22.68,50,$1134.00,2023,junio,4
P-034,China,Limpieza,Trystan Clough,$22.68,118,$2676.24,2023,marzo,5
P-034,China,Limpieza,Trystan Clough,$22.68,128,$2903.04,2023,marzo,25
P-034,Japón,Limpieza,Adaline Cox,$22.68,52,$1179.36,2023,abril,1
P-034,Japón,Limpieza,Adaline Cox,$22.68,101,$2290.68,2023,marzo,28
P-034,Japón,Limpieza,Dayton Dinsmor,$22.68,19,$430.92,2023,junio,10
P-034,Japón,Limpieza,Dayton Dinsmor,$22.68,77,$1746.36,2023,enero,4
P-034,Japón,Limpieza,Dayton Dinsmor,$22.68,144,$3265.92,2023,enero,12
P-034,Japón,Limpieza,Dylan Ogilvie,$22.68,97,$2199.96,2023,junio,11
P-034,Japón,Limpieza,Dylan Ogilvie,$22.68,131,$2971.08,2023,febrero,28
P-034,Japón,Limpieza,Dylan Ogilvie,$22.68,140,$3175.20,2023,mayo,26
P-034,Japón,Limpieza,Jarrod Ives,$22.68,8,$181.44,2023,junio,1
P-034,Japón,Limpieza,Oliver Lundberg,$22.68,108,$2449.44,2023,enero,16
P-034,Japón,Limpieza,Oswaldo Lancaster,$22.68,100,$2268.00,2023,abril,25
P-034,Japón,Limpieza,Skyla Broomfield,$22.68,33,$748.44,2023,abril,5
P-034,Japón,Limpieza,Skyla Broomfield,$22.68,117,$2653.56,2023,mayo,30
P-034,Japón,Limpieza,Skyla Pickering,$22.68,7,$158.76,2023,mayo,15
P-034,Japón,Limpieza,Skyla Pickering,$22.68,10,$226.80,2023,abril,9
P-034,Japón,Limpieza,Skyla Pickering,$22.68,66,$1496.88,2023,mayo,2
P-034,Japón,Limpieza,Tess Askew,$22.68,57,$1292.76,2023,mayo,18
P-034,Japón,Limpieza,Trystan Clough,$22.68,11,$249.48,2023,junio,1
P-034,Perú,Limpieza,Adaline Cox,$22.68,68,$1542.24,2023,mayo,14
P-034,Perú,Limpieza,Dayton Dinsmor,$22.68,15,$340.20,2023,junio,17
P-034,Perú,Limpieza,Dayton Dinsmor,$22.68,20,$453.60,2023,mayo,24
P-034,Perú,Limpieza,Dayton Dinsmor,$22.68,111,$2517.48,2023,mayo,3
P-034,Perú,Limpieza,Oliver Lundberg,$22.68,61,$1383.48,2023,mayo,31
P-034,Perú,Limpieza,Oliver Lundberg,$22.68,122,$2766.96,2023,enero,18
P-034,Perú,Limpieza,Oliver Lundberg,$22.68,140,$3175.20,2023,febrero,14
P-034,Perú,Limpieza,Oswaldo Lancaster,$22.68,10,$226.80,2023,enero,11
P-034,Perú,Limpieza,Oswaldo Lancaster,$22.68,128,$2903.04,2023,junio,24
P-034,Perú,Limpieza,Skyla Broomfield,$22.68,25,$567.00,2023,abril,17
P-034,Perú,Limpieza,Skyla Broomfield,$22.68,92,$2086.56,2023,abril,12
P-034,Perú,Limpieza,Skyla Broomfield,$22.68,117,$2653.56,2023,abril,4
P-034,Perú,Limpieza,Skyla Broomfield,$22.68,139,$3152.52,2023,junio,2
P-034,Perú,Limpieza,Skyla Pickering,$22.68,8,$181.44,2023,marzo,12
P-034,Perú,Limpieza,Skyla Pickering,$22.68,9,$204.12,2023,febrero,15
P-034,Perú,Limpieza,Tess Askew,$22.68,29,$657.72,2023,enero,1
P-034,Perú,Limpieza,Tess Askew,$22.68,87,$1973.16,2023,abril,4
P-034,Perú,Limpieza,Tess Askew,$22.68,99,$2245.32,2023,junio,27
P-034,Perú,Limpieza,Tess Askew,$22.68,140,$3175.20,2023,mayo,8
P-034,Perú,Limpieza,Trystan Clough,$22.68,23,$521.64,2023,junio,3
P-034,Perú,Limpieza,Trystan Clough,$22.68,120,$2721.60,2023,enero,23
P-034,USA,Limpieza,Adaline Cox,$22.68,52,$1179.36,2023,mayo,2
P-034,USA,Limpieza,Adaline Cox,$22.68,123,$2789.64,2023,febrero,9
P-034,USA,Limpieza,Dayton Dinsmor,$22.68,26,$589.68,2023,mayo,6
P-034,USA,Limpieza,Dayton Dinsmor,$22.68,86,$1950.48,2023,junio,5
P-034,USA,Limpieza,Dayton Dinsmor,$22.68,126,$2857.68,2023,marzo,10
P-034,USA,Limpieza,Dylan Ogilvie,$22.68,23,$521.64,2023,mayo,27
P-034,USA,Limpieza,Jarrod Ives,$22.68,79,$1791.72,2023,marzo,18
P-034,USA,Limpieza,Jarrod Ives,$22.68,119,$2698.92,2023,febrero,7
P-034,USA,Limpieza,Oswaldo Lancaster,$22.68,64,$1451.52,2023,enero,7
P-034,USA,Limpieza,Oswaldo Lancaster,$22.68,137,$3107.16,2023,junio,13
P-034,USA,Limpieza,Tess Askew,$22.68,23,$521.64,2023,mayo,6
P-034,USA,Limpieza,Tess Askew,$22.68,32,$725.76,2023,enero,7
P-034,USA,Limpieza,Trystan Clough,$22.68,19,$430.92,2023,enero,1
P-034,USA,Limpieza,Trystan Clough,$22.68,25,$567.00,2023,marzo,21
P-034,USA,Limpieza,Trystan Clough,$22.68,64,$1451.52,2023,enero,18
P-034,USA,Limpieza,Trystan Clough,$22.68,138,$3129.84,2023,marzo,27
P-035,China,Limpieza,Adaline Cox,$92.14,104,$9582.56,2023,abril,15
P-035,China,Limpieza,Adaline Cox,$92.14,117,$10780.38,2023,febrero,8
P-035,China,Limpieza,Dayton Dinsmor,$92.14,31,$2856.34,2023,junio,20
P-035,China,Limpieza,Dylan Ogilvie,$92.14,8,$737.12,2023,enero,22
P-035,China,Limpieza,Dylan Ogilvie,$92.14,110,$10135.40,2023,enero,27
P-035,China,Limpieza,Dylan Ogilvie,$92.14,121,$11148.94,2023,junio,11
P-035,China,Limpieza,Jarrod Ives,$92.14,38,$3501.32,2023,junio,18
P-035,China,Limpieza,Oliver Lundberg,$92.14,9,$829.26,2023,marzo,4
P-035,China,Limpieza,Oliver Lundberg,$92.14,134,$12346.76,2023,mayo,21
P-035,China,Limpieza,Oswaldo Lancaster,$92.14,88,$8108.32,2023,mayo,17
P-035,China,Limpieza,Oswaldo Lancaster,$92.14,108,$9951.12,2023,abril,16
P-035,China,Limpieza,Oswaldo Lancaster,$92.14,124,$11425.36,2023,febrero,25
P-035,China,Limpieza,Skyla Pickering,$92.14,31,$2856.34,2023,marzo,9
P-035,China,Limpieza,Skyla Pickering,$92.14,85,$7831.90,2023,marzo,9
P-035,China,Limpieza,Tess Askew,$92.14,31,$2856.34,2023,marzo,7
P-035,China,Limpieza,Tess Askew,$92.14,74,$6818.36,2023,enero,20
P-035,China,Limpieza,Tess Askew,$92.14,88,$8108.32,2023,marzo,25
P-035,China,Limpieza,Tess Askew,$92.14,96,$8845.44,2023,enero,14
P-035,China,Limpieza,Trystan Clough,$92.14,135,$12438.90,2023,junio,24
P-035,Japón,Limpieza,Adaline Cox,$92.14,44,$4054.16,2023,abril,30
P-035,Japón,Limpieza,Adaline Cox,$92.14,106,$9766.84,2023,enero,15
P-035,Japón,Limpieza,Adaline Cox,$92.14,108,$9951.12,2023,abril,20
P-035,Japón,Limpieza,Dayton Dinsmor,$92.14,12,$1105.68,2023,abril,9
P-035,Japón,Limpieza,Dayton Dinsmor,$92.14,64,$5896.96,2023,abril,15
P-035,Japón,Limpieza,Dayton Dinsmor,$92.14,98,$9029.72,2023,mayo,7
P-035,Japón,Limpieza,Dylan Ogilvie,$92.14,47,$4330.58,2023,febrero,20
P-035,Japón,Limpieza,Dylan Ogilvie,$92.14,50,$4607.00,2023,marzo,21
P-035,Japón,Limpieza,Jarrod Ives,$92.14,139,$12807.46,2023,marzo,23
P-035,Japón,Limpieza,Oliver Lundberg,$92.14,105,$9674.70,2023,febrero,28
P-035,Japón,Limpieza,Oswaldo Lancaster,$92.14,35,$3224.90,2023,mayo,6
P-035,Japón,Limpieza,Skyla Broomfield,$92.14,99,$9121.86,2023,mayo,31
P-035,Japón,Limpieza,Skyla Pickering,$92.14,1,$92.14,2023,enero,11
P-035,Japón,Limpieza,Skyla Pickering,$92.14,47,$4330.58,2023,abril,4
P-035,Japón,Limpieza,Skyla Pickering,$92.14,72,$6634.08,2023,abril,13
P-035,Japón,Limpieza,Skyla Pickering,$92.14,105,$9674.70,2023,marzo,21
P-035,Japón,Limpieza,Tess Askew,$92.14,32,$2948.48,2023,abril,23
P-035,Japón,Limpieza,Tess Askew,$92.14,89,$8200.46,2023,febrero,13
P-035,Japón,Limpieza,Trystan Clough,$92.14,25,$2303.50,2023,marzo,23
P-035,Perú,Limpieza,Dayton Dinsmor,$92.14,97,$8937.58,2023,febrero,15
P-035,Perú,Limpieza,Dylan Ogilvie,$92.14,55,$5067.70,2023,febrero,27
P-035,Perú,Limpieza,Dylan Ogilvie,$92.14,60,$5528.40,2023,febrero,24
P-035,Perú,Limpieza,Jarrod Ives,$92.14,15,$1382.10,2023,marzo,6
P-035,Perú,Limpieza,Oliver Lundberg,$92.14,121,$11148.94,2023,enero,28
P-035,Perú,Limpieza,Oswaldo Lancaster,$92.14,37,$3409.18,2023,enero,17
P-035,Perú,Limpieza,Oswaldo Lancaster,$92.14,41,$3777.74,2023,marzo,20
P-035,Perú,Limpieza,Oswaldo Lancaster,$92.14,85,$7831.90,2023,febrero,21
P-035,Perú,Limpieza,Skyla Pickering,$92.14,115,$10596.10,2023,enero,25
P-035,Perú,Limpieza,Tess Askew,$92.14,81,$7463.34,2023,abril,17
P-035,Perú,Limpieza,Tess Askew,$92.14,95,$8753.30,2023,mayo,15
P-035,Perú,Limpieza,Tess Askew,$92.14,99,$9121.86,2023,enero,19
P-035,USA,Limpieza,Adaline Cox,$92.14,12,$1105.68,2023,febrero,10
P-035,USA,Limpieza,Dayton Dinsmor,$92.14,135,$12438.90,2023,marzo,2
P-035,USA,Limpieza,Jarrod Ives,$92.14,85,$7831.90,2023,febrero,14
P-035,USA,Limpieza,Oswaldo Lancaster,$92.14,142,$13083.88,2023,marzo,1
P-035,USA,Limpieza,Skyla Broomfield,$92.14,35,$3224.90,2023,junio,29
P-035,USA,Limpieza,Skyla Pickering,$92.14,106,$9766.84,2023,junio,23
P-035,USA,Limpieza,Tess Askew,$92.14,63,$5804.82,2023,enero,26
P-036,China,Comestibles,Adaline Cox,$60.44,26,$1571.44,2023,enero,10
P-036,China,Comestibles,Adaline Cox,$60.44,87,$5258.28,2023,abril,30
P-036,China,Comestibles,Adaline Cox,$60.44,135,$8159.40,2023,febrero,19
P-036,China,Comestibles,Dayton Dinsmor,$60.44,110,$6648.40,2023,enero,12
P-036,China,Comestibles,Dylan Ogilvie,$60.44,5,$302.20,2023,junio,1
P-036,China,Comestibles,Dylan Ogilvie,$60.44,18,$1087.92,2023,mayo,8
P-036,China,Comestibles,Dylan Ogilvie,$60.44,55,$3324.20,2023,febrero,13
P-036,China,Comestibles,Dylan Ogilvie,$60.44,69,$4170.36,2023,abril,29
P-036,China,Comestibles,Dylan Ogilvie,$60.44,73,$4412.12,2023,enero,6
P-036,China,Comestibles,Dylan Ogilvie,$60.44,102,$6164.88,2023,febrero,27
P-036,China,Comestibles,Dylan Ogilvie,$60.44,126,$7615.44,2023,mayo,8
P-036,China,Comestibles,Jarrod Ives,$60.44,25,$1511.00,2023,marzo,13
P-036,China,Comestibles,Jarrod Ives,$60.44,102,$6164.88,2023,enero,4
P-036,China,Comestibles,Oliver Lundberg,$60.44,139,$8401.16,2023,febrero,22
P-036,China,Comestibles,Skyla Broomfield,$60.44,6,$362.64,2023,junio,30
P-036,China,Comestibles,Skyla Broomfield,$60.44,47,$2840.68,2023,junio,21
P-036,China,Comestibles,Skyla Broomfield,$60.44,140,$8461.60,2023,marzo,19
P-036,China,Comestibles,Skyla Pickering,$60.44,21,$1269.24,2023,marzo,11
P-036,China,Comestibles,Tess Askew,$60.44,97,$5862.68,2023,enero,25
P-036,China,Comestibles,Trystan Clough,$60.44,21,$1269.24,2023,mayo,24
P-036,China,Comestibles,Trystan Clough,$60.44,101,$6104.44,2023,febrero,17
P-036,Japón,Comestibles,Adaline Cox,$60.44,26,$1571.44,2023,mayo,9
P-036,Japón,Comestibles,Adaline Cox,$60.44,72,$4351.68,2023,abril,14
P-036,Japón,Comestibles,Dylan Ogilvie,$60.44,31,$1873.64,2023,abril,10
P-036,Japón,Comestibles,Jarrod Ives,$60.44,63,$3807.72,2023,febrero,19
P-036,Japón,Comestibles,Jarrod Ives,$60.44,100,$6044.00,2023,abril,2
P-036,Japón,Comestibles,Jarrod Ives,$60.44,108,$6527.52,2023,mayo,2
P-036,Japón,Comestibles,Jarrod Ives,$60.44,117,$7071.48,2023,mayo,12
P-036,Japón,Comestibles,Oliver Lundberg,$60.44,5,$302.20,2023,junio,20
P-036,Japón,Comestibles,Oswaldo Lancaster,$60.44,32,$1934.08,2023,febrero,25
P-036,Japón,Comestibles,Oswaldo Lancaster,$60.44,64,$3868.16,2023,mayo,11
P-036,Japón,Comestibles,Oswaldo Lancaster,$60.44,109,$6587.96,2023,febrero,8
P-036,Japón,Comestibles,Oswaldo Lancaster,$60.44,143,$8642.92,2023,junio,19
P-036,Japón,Comestibles,Skyla Broomfield,$60.44,8,$483.52,2023,marzo,10
P-036,Japón,Comestibles,Skyla Broomfield,$60.44,47,$2840.68,2023,febrero,14
P-036,Japón,Comestibles,Skyla Pickering,$60.44,63,$3807.72,2023,mayo,28
P-036,Japón,Comestibles,Skyla Pickering,$60.44,72,$4351.68,2023,abril,13
P-036,Japón,Comestibles,Tess Askew,$60.44,124,$7494.56,2023,junio,4
P-036,Japón,Comestibles,Tess Askew,$60.44,143,$8642.92,2023,abril,12
P-036,Japón,Comestibles,Trystan Clough,$60.44,53,$3203.32,2023,febrero,24
P-036,Japón,Comestibles,Trystan Clough,$60.44,85,$5137.40,2023,febrero,28
P-036,Perú,Comestibles,Adaline Cox,$60.44,60,$3626.40,2023,junio,4
P-036,Perú,Comestibles,Adaline Cox,$60.44,83,$5016.52,2023,junio,20
P-036,Perú,Comestibles,Adaline Cox,$60.44,142,$8582.48,2023,junio,16
P-036,Perú,Comestibles,Dayton Dinsmor,$60.44,56,$3384.64,2023,febrero,15
P-036,Perú,Comestibles,Dayton Dinsmor,$60.44,68,$4109.92,2023,marzo,12
P-036,Perú,Comestibles,Dayton Dinsmor,$60.44,75,$4533.00,2023,marzo,4
P-036,Perú,Comestibles,Dylan Ogilvie,$60.44,109,$6587.96,2023,febrero,13
P-036,Perú,Comestibles,Jarrod Ives,$60.44,65,$3928.60,2023,mayo,18
P-036,Perú,Comestibles,Oliver Lundberg,$60.44,120,$7252.80,2023,enero,19
P-036,Perú,Comestibles,Oswaldo Lancaster,$60.44,142,$8582.48,2023,enero,9
P-036,Perú,Comestibles,Skyla Broomfield,$60.44,27,$1631.88,2023,mayo,14
P-036,Perú,Comestibles,Skyla Pickering,$60.44,108,$6527.52,2023,junio,10
P-036,Perú,Comestibles,Skyla Pickering,$60.44,130,$7857.20,2023,abril,25
P-036,Perú,Comestibles,Trystan Clough,$60.44,90,$5439.60,2023,abril,19
P-036,USA,Comestibles,Dayton Dinsmor,$60.44,146,$8824.24,2023,febrero,4
P-036,USA,Comestibles,Dylan Ogilvie,$60.44,122,$7373.68,2023,mayo,18
P-036,USA,Comestibles,Jarrod Ives,$60.44,17,$1027.48,2023,enero,13
P-036,USA,Comestibles,Jarrod Ives,$60.44,57,$3445.08,2023,marzo,23
P-036,USA,Comestibles,Oliver Lundberg,$60.44,107,$6467.08,2023,mayo,31
P-036,USA,Comestibles,Oswaldo Lancaster,$60.44,40,$2417.60,2023,enero,3
P-036,USA,Comestibles,Oswaldo Lancaster,$60.44,75,$4533.00,2023,abril,20
P-036,USA,Comestibles,Skyla Broomfield,$60.44,6,$362.64,2023,marzo,8
P-036,USA,Comestibles,Skyla Broomfield,$60.44,95,$5741.80,2023,mayo,17
P-036,USA,Comestibles,Skyla Broomfield,$60.44,124,$7494.56,2023,marzo,31
P-036,USA,Comestibles,Skyla Broomfield,$60.44,127,$7675.88,2023,febrero,22
P-036,USA,Comestibles,Skyla Pickering,$60.44,80,$4835.20,2023,junio,25
P-036,USA,Comestibles,Tess Askew,$60.44,135,$8159.40,2023,marzo,5
P-036,USA,Comestibles,Trystan Clough,$60.44,103,$6225.32,2023,enero,29
P-037,China,Electrónica,Adaline Cox,$33.04,2,$66.08,2023,junio,29
P-037,China,Electrónica,Dayton Dinsmor,$33.04,52,$1718.08,2023,junio,17
P-037,China,Electrónica,Dayton Dinsmor,$33.04,143,$4724.72,2023,febrero,13
P-037,China,Electrónica,Dylan Ogilvie,$33.04,109,$3601.36,2023,enero,2
P-037,China,Electrónica,Jarrod Ives,$33.04,23,$759.92,2023,marzo,3
P-037,China,Electrónica,Jarrod Ives,$33.04,86,$2841.44,2023,enero,27
P-037,China,Electrónica,Oliver Lundberg,$33.04,32,$1057.28,2023,mayo,20
P-037,China,Electrónica,Oliver Lundberg,$33.04,86,$2841.44,2023,febrero,15
P-037,China,Electrónica,Oswaldo Lancaster,$33.04,23,$759.92,2023,mayo,14
P-037,China,Electrónica,Oswaldo Lancaster,$33.04,55,$1817.20,2023,marzo,31
P-037,China,Electrónica,Skyla Broomfield,$33.04,89,$2940.56,2023,junio,16
P-037,China,Electrónica,Skyla Broomfield,$33.04,149,$4922.96,2023,enero,9
P-037,China,Electrónica,Skyla Pickering,$33.04,78,$2577.12,2023,junio,14
P-037,China,Electrónica,Tess Askew,$33.04,53,$1751.12,2023,junio,26
P-037,China,Electrónica,Tess Askew,$33.04,140,$4625.60,2023,junio,2
P-037,China,Electrónica,Trystan Clough,$33.04,37,$1222.48,2023,febrero,23
P-037,China,Electrónica,Trystan Clough,$33.04,106,$3502.24,2023,junio,12
P-037,Japón,Electrónica,Adaline Cox,$33.04,11,$363.44,2023,marzo,7
P-037,Japón,Electrónica,Adaline Cox,$33.04,40,$1321.60,2023,enero,14
P-037,Japón,Electrónica,Dayton Dinsmor,$33.04,88,$2907.52,2023,mayo,22
P-037,Japón,Electrónica,Dylan Ogilvie,$33.04,60,$1982.40,2023,abril,19
P-037,Japón,Electrónica,Dylan Ogilvie,$33.04,150,$4956.00,2023,febrero,5
P-037,Japón,Electrónica,Jarrod Ives,$33.04,13,$429.52,2023,junio,13
P-037,Japón,Electrónica,Oliver Lundberg,$33.04,58,$1916.32,2023,febrero,28
P-037,Japón,Electrónica,Oliver Lundberg,$33.04,64,$2114.56,2023,marzo,9
P-037,Japón,Electrónica,Oliver Lundberg,$33.04,82,$2709.28,2023,abril,24
P-037,Japón,Electrónica,Oswaldo Lancaster,$33.04,12,$396.48,2023,abril,8
P-037,Japón,Electrónica,Oswaldo Lancaster,$33.04,105,$3469.20,2023,febrero,12
P-037,Japón,Electrónica,Skyla Broomfield,$33.04,51,$1685.04,2023,mayo,31
P-037,Japón,Electrónica,Skyla Broomfield,$33.04,134,$4427.36,2023,mayo,9
P-037,Japón,Electrónica,Skyla Pickering,$33.04,19,$627.76,2023,junio,15
P-037,Japón,Electrónica,Skyla Pickering,$33.04,71,$2345.84,2023,mayo,28
P-037,Japón,Electrónica,Trystan Clough,$33.04,7,$231.28,2023,junio,11
P-037,Japón,Electrónica,Trystan Clough,$33.04,106,$3502.24,2023,junio,23
P-037,Japón,Electrónica,Trystan Clough,$33.04,125,$4130.00,2023,enero,16
P-037,Japón,Electrónica,Trystan Clough,$33.04,133,$4394.32,2023,febrero,11
P-037,Perú,Electrónica,Adaline Cox,$33.04,2,$66.08,2023,mayo,26
P-037,Perú,Electrónica,Adaline Cox,$33.04,74,$2444.96,2023,febrero,21
P-037,Perú,Electrónica,Adaline Cox,$33.04,138,$4559.52,2023,mayo,10
P-037,Perú,Electrónica,Dayton Dinsmor,$33.04,91,$3006.64,2023,junio,24
P-037,Perú,Electrónica,Dylan Ogilvie,$33.04,31,$1024.24,2023,enero,5
P-037,Perú,Electrónica,Dylan Ogilvie,$33.04,134,$4427.36,2023,abril,2
P-037,Perú,Electrónica,Jarrod Ives,$33.04,82,$2709.28,2023,febrero,25
P-037,Perú,Electrónica,Oliver Lundberg,$33.04,53,$1751.12,2023,febrero,11
P-037,Perú,Electrónica,Oliver Lundberg,$33.04,85,$2808.40,2023,enero,21
P-037,Perú,Electrónica,Oliver Lundberg,$33.04,86,$2841.44,2023,abril,30
P-037,Perú,Electrónica,Oliver Lundberg,$33.04,108,$3568.32,2023,marzo,9
P-037,Perú,Electrónica,Oswaldo Lancaster,$33.04,12,$396.48,2023,marzo,26
P-037,Perú,Electrónica,Oswaldo Lancaster,$33.04,148,$4889.92,2023,febrero,1
P-037,Perú,Electrónica,Skyla Broomfield,$33.04,13,$429.52,2023,junio,8
P-037,Perú,Electrónica,Skyla Broomfield,$33.04,17,$561.68,2023,junio,12
P-037,Perú,Electrónica,Skyla Broomfield,$33.04,93,$3072.72,2023,marzo,23
P-037,Perú,Electrónica,Skyla Broomfield,$33.04,123,$4063.92,2023,febrero,25
P-037,Perú,Electrónica,Skyla Pickering,$33.04,60,$1982.40,2023,marzo,6
P-037,Perú,Electrónica,Skyla Pickering,$33.04,139,$4592.56,2023,febrero,22
P-037,Perú,Electrónica,Tess Askew,$33.04,31,$1024.24,2023,mayo,29
P-037,Perú,Electrónica,Trystan Clough,$33.04,94,$3105.76,2023,febrero,13
P-037,Perú,Electrónica,Trystan Clough,$33.04,98,$3237.92,2023,abril,10
P-037,USA,Electrónica,Dayton Dinsmor,$33.04,10,$330.40,2023,enero,7
P-037,USA,Electrónica,Dayton Dinsmor,$33.04,74,$2444.96,2023,abril,17
P-037,USA,Electrónica,Dylan Ogilvie,$33.04,33,$1090.32,2023,febrero,22
P-037,USA,Electrónica,Jarrod Ives,$33.04,13,$429.52,2023,junio,11
P-037,USA,Electrónica,Jarrod Ives,$33.04,16,$528.64,2023,febrero,22
P-037,USA,Electrónica,Jarrod Ives,$33.04,20,$660.80,2023,marzo,3
P-037,USA,Electrónica,Jarrod Ives,$33.04,85,$2808.40,2023,enero,16
P-037,USA,Electrónica,Oliver Lundberg,$33.04,145,$4790.80,2023,mayo,5
P-037,USA,Electrónica,Skyla Broomfield,$33.04,51,$1685.04,2023,febrero,17
P-037,USA,Electrónica,Tess Askew,$33.04,40,$1321.60,2023,febrero,2
P-037,USA,Electrónica,Trystan Clough,$33.04,2,$66.08,2023,mayo,21
P-038,China,Comestibles,Adaline Cox,$122.16,90,$10994.40,2023,mayo,10
P-038,China,Comestibles,Adaline Cox,$122.16,143,$17468.88,2023,mayo,15
P-038,China,Comestibles,Dayton Dinsmor,$122.16,72,$8795.52,2023,abril,13
P-038,China,Comestibles,Dayton Dinsmor,$122.16,100,$12216.00,2023,enero,30
P-038,China,Comestibles,Dayton Dinsmor,$122.16,128,$15636.48,2023,junio,11
P-038,China,Comestibles,Jarrod Ives,$122.16,30,$3664.80,2023,enero,13
P-038,China,Comestibles,Jarrod Ives,$122.16,78,$9528.48,2023,mayo,24
P-038,China,Comestibles,Jarrod Ives,$122.16,139,$16980.24,2023,junio,28
P-038,China,Comestibles,Oliver Lundberg,$122.16,94,$11483.04,2023,enero,10
P-038,China,Comestibles,Oliver Lundberg,$122.16,123,$15025.68,2023,enero,9
P-038,China,Comestibles,Oswaldo Lancaster,$122.16,100,$12216.00,2023,abril,14
P-038,China,Comestibles,Oswaldo Lancaster,$122.16,124,$15147.84,2023,enero,5
P-038,China,Comestibles,Skyla Broomfield,$122.16,68,$8306.88,2023,mayo,18
P-038,China,Comestibles,Skyla Broomfield,$122.16,75,$9162.00,2023,mayo,4
P-038,China,Comestibles,Skyla Broomfield,$122.16,102,$12460.32,2023,abril,27
P-038,China,Comestibles,Skyla Pickering,$122.16,43,$5252.88,2023,febrero,14
P-038,China,Comestibles,Tess Askew,$122.16,86,$10505.76,2023,febrero,27
P-038,China,Comestibles,Tess Askew,$122.16,90,$10994.40,2023,marzo,3
P-038,China,Comestibles,Tess Askew,$122.16,138,$16858.08,2023,abril,13
P-038,China,Comestibles,Tess Askew,$122.16,139,$16980.24,2023,marzo,26
P-038,China,Comestibles,Trystan Clough,$122.16,33,$4031.28,2023,mayo,16
P-038,China,Comestibles,Trystan Clough,$122.16,79,$9650.64,2023,mayo,2
P-038,China,Comestibles,Trystan Clough,$122.16,126,$15392.16,2023,mayo,18
P-038,China,Comestibles,Trystan Clough,$122.16,135,$16491.60,2023,junio,28
P-038,Japón,Comestibles,Dayton Dinsmor,$122.16,7,$855.12,2023,febrero,19
P-038,Japón,Comestibles,Dayton Dinsmor,$122.16,16,$1954.56,2023,abril,12
P-038,Japón,Comestibles,Dayton Dinsmor,$122.16,94,$11483.04,2023,abril,8
P-038,Japón,Comestibles,Dayton Dinsmor,$122.16,107,$13071.12,2023,febrero,13
P-038,Japón,Comestibles,Dylan Ogilvie,$122.16,7,$855.12,2023,abril,6
P-038,Japón,Comestibles,Jarrod Ives,$122.16,80,$9772.80,2023,febrero,12
P-038,Japón,Comestibles,Oliver Lundberg,$122.16,7,$855.12,2023,abril,17
P-038,Japón,Comestibles,Oliver Lundberg,$122.16,148,$18079.68,2023,enero,6
P-038,Japón,Comestibles,Oswaldo Lancaster,$122.16,52,$6352.32,2023,enero,7
P-038,Japón,Comestibles,Oswaldo Lancaster,$122.16,131,$16002.96,2023,enero,6
P-038,Japón,Comestibles,Skyla Broomfield,$122.16,12,$1465.92,2023,junio,20
P-038,Japón,Comestibles,Skyla Pickering,$122.16,2,$244.32,2023,abril,2
P-038,Japón,Comestibles,Skyla Pickering,$122.16,66,$8062.56,2023,febrero,15
P-038,Japón,Comestibles,Tess Askew,$122.16,56,$6840.96,2023,enero,29
P-038,Japón,Comestibles,Tess Askew,$122.16,91,$11116.56,2023,marzo,17
P-038,Japón,Comestibles,Tess Askew,$122.16,99,$12093.84,2023,marzo,26
P-038,Perú,Comestibles,Adaline Cox,$122.16,50,$6108.00,2023,enero,31
P-038,Perú,Comestibles,Adaline Cox,$122.16,141,$17224.56,2023,enero,17
P-038,Perú,Comestibles,Dayton Dinsmor,$122.16,88,$10750.08,2023,enero,5
P-038,Perú,Comestibles,Dayton Dinsmor,$122.16,141,$17224.56,2023,marzo,3
P-038,Perú,Comestibles,Jarrod Ives,$122.16,15,$1832.40,2023,mayo,11
P-038,Perú,Comestibles,Oliver Lundberg,$122.16,92,$11238.72,2023,enero,22
P-038,Perú,Comestibles,Trystan Clough,$122.16,137,$16735.92,2023,abril,30
P-038,USA,Comestibles,Adaline Cox,$122.16,75,$9162.00,2023,junio,6
P-038,USA,Comestibles,Adaline Cox,$122.16,144,$17591.04,2023,mayo,21
P-038,USA,Comestibles,Adaline Cox,$122.16,146,$17835.36,2023,marzo,29
P-038,USA,Comestibles,Dayton Dinsmor,$122.16,102,$12460.32,2023,marzo,27
